-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938     3.321   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938     3.321   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938     3.321   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938     3.321   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938     3.321   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938     3.321   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938     3.321   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7245   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7246   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7246   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7246   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7246   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7246   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7246   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7246   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7246   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7246   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7246   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234545  0.729823   1.28019   1.89133   2.56938   3.32101   4.15338   5.07421   6.09173   7.21475   8.45257   9.81502   11.3125   12.9556   14.7558   16.7246   18.8737   21.2153   23.7615   26.5244   29.5158   32.7468   36.2277   39.9676   43.9734   48.2498   52.7978   57.6148    62.693   68.0193   73.5744   79.3329   85.2632   91.3281   97.4858   103.691   109.896   116.055   122.121    128.05   133.806   139.353   144.664   149.718     154.5   158.999   163.211   167.136   170.779   174.147   177.249   180.099   182.708   185.091   187.263   189.238   191.031   192.656   194.126   195.454   196.653   197.735   198.708   199.585   200.415
-0.234523  0.234523  0.729753   1.28007   1.89115   2.56914   3.32069   4.15299   5.07373   6.09117   7.21408   8.45178   9.81411   11.3114   12.9545   14.7545    16.723    18.872   21.2134   23.7594   26.5221   29.5132    32.744   36.2247   39.9644     43.97   48.2461    52.794   57.6108   62.6889   68.0151   73.5701   79.3285   85.2588   91.3237   97.4815   103.687   109.892   116.051   122.117   128.047   133.802    139.35   144.661   149.716   154.497   158.996   163.209   167.134   170.777   174.145   177.248   180.097   182.707    185.09   187.262   189.237    191.03   192.655   194.125   195.454   196.653   197.734   198.708   199.585   200.415
